playerID,yearID,AB,R,H,2B,3B,HR,RBI,BB,SO,IBB,HBP,SF,OBP,SLG,OPS,OPS+,Result
abreubo01,1999,546,118,183,35,11,20,93,109,113,8,3,4,0.446,0.549,0.995,156,0.416
abreubo01,2000,576,103,182,42,10,25,79,100,116,9,1,3,0.416,0.554,0.97,147,0.393
abreubo01,2001,588,118,170,48,4,31,110,106,137,11,1,9,0.393,0.543,0.936,146,0.413
abreubo01,2002,572,102,176,50,6,20,85,104,117,9,3,6,0.413,0.521,0.934,150,0.409
abreubo01,2003,577,99,173,35,1,20,101,109,126,13,2,7,0.409,0.468,0.877,134,0.428
abreubo01,2004,574,118,173,47,1,30,105,127,116,10,5,7,0.428,0.544,0.971,155,0.405
abreubo01,2005,588,104,168,37,1,24,102,117,134,15,6,8,0.405,0.474,0.879,136,0.419
abreubo01,2006,339,61,94,25,2,8,65,91,86,5,2,6,0.427,0.434,0.861,127,0.369
abreubo01,2006,209,37,69,16,0,7,42,33,52,1,1,3,0.419,0.507,0.926,142,0.427
abreubo01,2007,605,123,171,40,5,16,101,84,115,0,3,7,0.369,0.445,0.814,115,0.371
abreubo01,2008,609,100,180,39,4,20,100,73,109,2,1,1,0.371,0.471,0.843,125,0.39
abreubo01,2009,563,96,165,29,3,15,103,94,113,7,1,9,0.39,0.435,0.825,121,0.352
abreubo01,2010,573,88,146,41,1,20,78,87,132,3,2,5,0.352,0.435,0.787,116,0.353
abreubo01,2011,502,54,127,30,1,8,60,78,113,5,1,3,0.353,0.365,0.717,101,0.383
abreujo02,2014,556,80,176,35,2,36,107,51,131,15,11,4,0.383,0.581,0.964,172,0.347
abreujo02,2015,613,88,178,34,3,30,101,39,140,11,15,1,0.347,0.502,0.85,133,0.353
abreujo02,2016,624,67,183,32,1,25,100,47,125,7,15,9,0.353,0.468,0.82,122,0.354
abreujo02,2017,621,95,189,43,6,33,102,35,119,6,15,4,0.354,0.552,0.906,139,0.325
abreujo02,2018,499,68,132,36,1,22,78,37,109,7,11,6,0.325,0.473,0.798,118,0.33
ackledu01,2011,333,39,91,16,7,6,36,40,79,1,0,3,0.348,0.417,0.766,113,0.294
ackledu01,2012,607,84,137,22,2,12,50,59,124,7,0,1,0.294,0.328,0.622,73,0.319
ackledu01,2013,384,40,97,18,2,4,31,37,72,1,1,1,0.319,0.341,0.66,86,0.293
ackledu01,2014,502,64,123,27,4,14,65,32,90,1,3,2,0.293,0.398,0.692,96,0.335
adamsma01,2013,296,46,84,14,0,17,51,23,80,0,0,0,0.335,0.503,0.839,132,0.321
adamsma01,2014,527,55,152,34,5,15,68,26,114,5,3,7,0.321,0.457,0.779,121,0.309
adamsma01,2016,297,37,74,18,0,16,54,25,81,1,2,3,0.309,0.471,0.78,109,0.315
adamsma01,2017,291,42,79,20,1,19,58,19,71,5,1,3,0.315,0.543,0.858,125,0.332
adamsma01,2018,249,37,64,9,0,18,48,24,55,2,4,0,0.332,0.51,0.842,129,0.276
agbaybe01,1999,276,42,79,18,3,14,42,32,60,4,3,3,0.363,0.525,0.888,126,0.391
agbaybe01,2000,350,59,101,19,1,15,60,54,68,2,7,3,0.391,0.477,0.868,122,0.364
agbaybe01,2001,296,28,82,14,2,6,27,36,73,0,5,1,0.364,0.399,0.763,103,0.275
ahmedni01,2015,421,49,95,17,6,9,34,29,81,1,1,3,0.275,0.359,0.634,75,0.265
ahmedni01,2016,284,26,62,9,1,4,20,15,58,3,4,3,0.265,0.299,0.564,54,0.29
ahmedni01,2018,516,61,121,33,5,16,70,40,109,2,2,5,0.29,0.411,0.7,92,0.316
alfoned01,1999,628,123,191,41,1,27,108,85,85,2,3,9,0.385,0.502,0.886,127,0.425
alfoned01,2000,544,109,176,40,2,25,94,95,70,1,5,6,0.425,0.542,0.967,147,0.322
alfoned01,2001,457,64,111,22,0,17,49,51,62,0,5,5,0.322,0.403,0.725,91,0.391
alfoned01,2002,490,78,151,26,0,16,56,62,55,8,7,3,0.391,0.459,0.851,128,0.334
alfoned01,2003,514,56,133,25,2,13,81,58,41,4,4,7,0.334,0.391,0.726,93,0.35
alfoned01,2004,519,66,150,26,1,11,77,46,40,2,5,4,0.35,0.407,0.757,100,0.327
alfoned01,2005,368,36,102,17,1,2,43,27,34,1,2,4,0.327,0.345,0.672,81,0.365
alicelu01,2000,540,85,159,25,8,6,63,59,75,1,5,7,0.365,0.404,0.769,98,0.32
alicelu01,2001,387,44,106,16,4,4,32,23,56,0,4,1,0.32,0.367,0.687,82,0.322
alicelu01,2002,237,28,54,8,2,1,23,32,34,1,1,0,0.322,0.291,0.613,67,0.422
alomaro01,1999,563,138,182,40,3,24,120,99,96,3,7,13,0.422,0.533,0.955,145,0.378
alomaro01,2000,610,111,189,40,2,19,89,64,82,4,6,6,0.378,0.475,0.853,118,0.415
alomaro01,2001,575,113,193,34,12,20,100,80,71,5,4,9,0.415,0.541,0.956,152,0.331
alomaro01,2002,590,73,157,24,4,11,53,57,83,4,1,1,0.331,0.376,0.708,90,0.33
alomaro01,2003,253,42,64,11,1,3,17,30,37,1,1,4,0.33,0.34,0.67,80,0.336
alomaro01,2003,263,34,69,17,1,2,22,29,40,2,2,4,0.336,0.357,0.693,85,0.348
alonsyo01,2012,549,47,150,39,0,9,62,62,101,9,3,4,0.348,0.393,0.741,106,0.341
alonsyo01,2013,334,34,94,11,0,6,45,32,47,5,2,7,0.341,0.368,0.71,100,0.285
alonsyo01,2014,267,27,64,19,1,7,27,17,36,1,1,3,0.285,0.397,0.682,94,0.361
alonsyo01,2015,354,50,100,18,1,5,31,42,48,3,3,3,0.361,0.381,0.742,108,0.316
alonsyo01,2016,482,52,122,34,0,7,56,45,74,1,1,4,0.316,0.367,0.683,86,0.369
alonsyo01,2017,319,52,85,17,0,22,49,50,88,6,2,0,0.369,0.527,0.896,138,0.317
alonsyo01,2018,516,64,129,19,0,23,83,51,123,1,2,5,0.317,0.421,0.738,103,0.296
aloumo01,2000,454,82,161,28,2,30,114,52,45,4,2,9,0.416,0.623,1.039,163,0.396
aloumo01,2001,513,79,170,31,1,27,108,57,57,14,3,8,0.396,0.554,0.949,149,0.337
aloumo01,2002,484,50,133,23,1,15,61,47,61,4,0,3,0.337,0.419,0.757,102,0.357
aloumo01,2003,565,83,158,35,1,22,91,63,67,7,7,3,0.357,0.462,0.819,117,0.361
aloumo01,2004,601,106,176,36,3,39,106,68,80,2,0,6,0.361,0.557,0.919,138,0.4
aloumo01,2005,427,67,137,21,3,19,63,56,43,1,3,4,0.4,0.518,0.918,145,0.352
aloumo01,2006,345,52,104,25,1,22,74,28,31,2,1,4,0.352,0.571,0.923,137,0.392
aloumo01,2007,328,51,112,19,1,13,49,27,30,5,2,3,0.392,0.524,0.916,141,0.297
altuvjo01,2011,221,26,61,10,1,2,12,5,29,0,2,1,0.297,0.357,0.654,82,0.34
altuvjo01,2012,576,80,167,34,4,7,37,40,74,0,6,4,0.34,0.399,0.74,105,0.316
altuvjo01,2013,626,64,177,31,2,5,52,32,85,5,2,8,0.316,0.363,0.678,91,0.377
altuvjo01,2014,660,85,225,47,3,7,59,36,53,7,5,5,0.377,0.453,0.83,137,0.353
altuvjo01,2015,638,86,200,40,4,15,66,33,67,8,9,6,0.353,0.459,0.812,125,0.396
altuvjo01,2016,640,108,216,42,5,24,96,60,70,11,7,7,0.396,0.531,0.928,150,0.41
altuvjo01,2017,590,112,204,39,4,24,81,58,84,3,9,4,0.41,0.547,0.957,155,0.386
altuvjo01,2018,534,84,169,29,2,13,61,55,79,4,6,1,0.386,0.451,0.837,132,0.353
alvarpe01,2010,347,42,89,21,1,16,64,37,119,1,0,2,0.326,0.461,0.788,115,0.272
alvarpe01,2011,235,18,45,9,1,4,19,24,80,1,2,0,0.272,0.289,0.561,57,0.317
alvarpe01,2012,525,64,128,25,1,30,85,57,180,6,1,3,0.317,0.467,0.784,115,0.296
alvarpe01,2013,558,70,130,22,2,36,100,48,186,7,4,4,0.296,0.473,0.77,113,0.312
alvarpe01,2014,398,46,92,13,1,18,56,45,113,6,2,0,0.312,0.405,0.717,104,0.318
alvarpe01,2015,437,60,106,18,0,27,77,48,131,9,2,4,0.318,0.469,0.787,116,0.322
alvarpe01,2016,337,43,84,20,0,22,49,37,97,1,0,2,0.322,0.504,0.826,121,0.282
amarial01,2012,275,35,66,15,5,5,32,17,42,1,0,2,0.282,0.385,0.668,83,0.282
amarial01,2013,368,35,87,14,4,5,32,22,57,1,2,1,0.282,0.337,0.619,74,0.286
amarial01,2014,423,39,101,13,2,5,40,29,69,5,1,5,0.286,0.314,0.6,72,0.257
amarial01,2015,324,28,66,10,4,3,30,24,55,4,1,5,0.257,0.287,0.544,52,0.332
amezaal01,2006,334,42,87,9,3,3,19,33,46,4,3,1,0.332,0.332,0.664,75,0.324
amezaal01,2007,400,46,105,14,9,2,30,35,52,0,4,5,0.324,0.358,0.682,81,0.312
amezaal01,2008,311,41,82,13,5,3,32,19,47,1,3,0,0.312,0.367,0.679,82,0.404
anderbr01,1999,564,109,159,28,5,24,81,96,105,7,24,7,0.404,0.477,0.881,127,0.375
anderbr01,2000,506,89,130,26,0,19,50,92,103,5,8,7,0.375,0.421,0.796,105,0.311
anderbr01,2001,430,50,87,12,3,8,45,60,77,4,8,1,0.311,0.3,0.611,64,0.336
anderga01,1999,620,88,188,36,2,21,80,34,81,8,0,6,0.336,0.469,0.806,105,0.307
anderga01,2000,647,92,185,40,3,35,117,24,87,5,0,9,0.307,0.519,0.827,108,0.314
anderga01,2001,672,83,194,39,2,28,123,27,100,4,0,5,0.314,0.478,0.792,107,0.332
anderga01,2002,638,93,195,56,3,29,123,30,80,11,0,10,0.332,0.539,0.871,130,0.345
anderga01,2003,638,80,201,49,4,29,116,31,83,10,0,4,0.345,0.541,0.885,132,0.343
anderga01,2004,442,57,133,20,1,14,75,29,75,6,1,3,0.343,0.446,0.789,107,0.308
anderga01,2005,575,68,163,34,1,17,96,23,84,8,0,5,0.308,0.435,0.743,97,0.323
anderga01,2006,543,63,152,28,2,17,85,38,95,11,0,7,0.323,0.433,0.756,96,0.336
anderga01,2007,417,67,124,31,1,16,80,27,54,9,0,6,0.336,0.492,0.827,116,0.325
anderga01,2008,557,66,163,27,3,15,84,29,77,6,1,6,0.325,0.433,0.758,102,0.303
anderga01,2009,496,52,133,27,0,13,61,27,73,2,2,9,0.303,0.401,0.705,87,0.292
anderma02,1999,452,48,114,26,4,5,54,24,61,1,2,2,0.292,0.361,0.652,68,0.337
anderma02,2001,522,69,153,30,2,11,61,35,74,5,2,5,0.337,0.421,0.758,100,0.315
anderma02,2002,539,64,139,30,6,8,48,42,71,14,5,4,0.315,0.38,0.696,86,0.328
anderma02,2003,482,59,130,27,3,6,67,41,60,5,3,5,0.328,0.376,0.703,88,0.269
anderma02,2004,253,31,60,12,0,8,28,12,38,1,1,5,0.269,0.379,0.649,69,0.316
anderma02,2005,235,31,62,9,0,7,19,18,45,0,1,2,0.316,0.391,0.708,89,0.331
anderma02,2006,215,31,59,13,2,5,23,18,41,1,1,2,0.331,0.423,0.754,96,0.306
anderti01,2016,410,57,116,22,6,9,30,13,117,0,1,1,0.306,0.432,0.738,99,0.276
anderti01,2017,587,72,151,26,4,17,56,13,162,0,3,1,0.276,0.402,0.679,80,0.281
anderti01,2018,567,77,136,28,3,20,64,30,149,2,4,3,0.281,0.406,0.687,88,0.357
andruel01,2009,480,72,128,17,8,6,40,40,77,0,6,3,0.329,0.373,0.702,88,0.342
andruel01,2010,588,88,156,15,3,0,35,64,96,0,5,0,0.342,0.301,0.643,80,0.347
andruel01,2011,587,96,164,27,3,5,60,56,74,0,5,1,0.347,0.361,0.708,99,0.349
andruel01,2012,629,85,180,31,9,3,62,57,96,0,5,3,0.349,0.378,0.727,103,0.328
andruel01,2013,620,91,168,17,4,4,67,52,97,1,4,6,0.328,0.331,0.659,87,0.314
andruel01,2014,619,72,163,35,1,2,41,46,96,0,3,7,0.314,0.333,0.647,86,0.309
andruel01,2015,596,69,154,34,2,7,62,46,78,1,2,9,0.309,0.357,0.667,86,0.362
andruel01,2016,506,75,153,31,7,8,69,47,70,2,4,7,0.362,0.439,0.8,118,0.337
andruel01,2017,643,100,191,44,4,20,88,38,101,0,3,4,0.337,0.471,0.808,115,0.308
andruel01,2018,395,53,101,20,3,6,33,28,66,0,3,2,0.308,0.367,0.675,87,0.313
ankieri01,2008,413,65,109,21,2,25,71,42,100,3,5,3,0.337,0.506,0.843,123,0.285
ankieri01,2009,372,50,86,21,2,11,38,26,99,4,3,3,0.285,0.387,0.672,78,0.296
ankieri01,2011,380,46,91,20,0,9,37,29,96,1,2,1,0.296,0.363,0.659,83,0.355
aokino01,2012,520,81,150,37,4,10,50,43,55,1,13,5,0.355,0.433,0.787,118,0.356
aokino01,2013,597,80,171,20,3,8,37,55,40,1,11,3,0.356,0.37,0.726,105,0.349
aokino01,2014,491,63,140,22,6,1,43,43,49,0,6,1,0.349,0.36,0.71,104,0.353
aokino01,2015,355,42,102,12,3,5,26,30,25,0,6,0,0.353,0.38,0.733,105,0.349
aokino01,2016,417,63,118,24,4,4,28,34,45,0,9,1,0.349,0.388,0.738,101,0.323
aokino01,2017,202,28,55,12,1,2,19,15,29,1,2,4,0.323,0.371,0.694,87,0.273
arciaor01,2016,201,21,44,10,3,4,17,15,47,0,0,0,0.273,0.358,0.631,71,0.324
arciaor01,2017,506,56,140,17,2,15,53,36,100,9,1,3,0.324,0.407,0.731,96,0.268
arciaor01,2018,348,32,82,16,0,3,30,15,87,0,1,1,0.268,0.307,0.576,59,0.283
arenano01,2013,486,49,130,29,4,10,52,23,72,1,1,2,0.301,0.405,0.706,97,0.328
arenano01,2014,432,58,124,34,2,18,61,25,58,1,4,5,0.328,0.5,0.828,134,0.323
arenano01,2015,616,97,177,43,4,42,130,34,110,13,4,11,0.323,0.575,0.898,144,0.362
arenano01,2016,618,116,182,35,6,41,133,68,103,10,2,8,0.362,0.57,0.932,149,0.373
arenano01,2017,606,100,187,43,7,37,130,62,106,9,4,6,0.373,0.586,0.959,153,0.374
arenano01,2018,590,104,175,38,2,38,110,73,122,10,3,6,0.374,0.561,0.935,155,0.379
arencjp01,2011,443,47,97,20,4,23,78,36,133,3,4,3,0.282,0.438,0.72,98,0.275
arencjp01,2012,347,45,81,16,0,18,56,18,108,1,3,3,0.275,0.435,0.71,94,0.227
arencjp01,2013,474,45,92,18,0,21,55,18,148,0,3,2,0.227,0.365,0.592,64,0.239
arencjp01,2014,203,20,36,9,0,10,35,10,62,0,7,2,0.239,0.369,0.608,72,0.347
atkinga01,2005,519,62,149,31,1,13,89,45,72,1,5,4,0.347,0.426,0.773,107,0.409
atkinga01,2006,602,117,198,48,1,29,120,79,76,6,7,7,0.409,0.556,0.965,150,0.367
atkinga01,2007,605,83,182,35,1,25,111,67,96,3,2,10,0.367,0.486,0.853,124,0.328
atkinga01,2008,611,86,175,32,3,21,99,40,100,0,3,10,0.328,0.452,0.78,107,0.308
atkinga01,2009,354,37,80,12,1,9,48,41,58,2,2,2,0.308,0.342,0.65,74,0.336
aurilri01,1999,558,68,157,23,1,22,80,43,71,3,5,5,0.336,0.444,0.78,100,0.339
aurilri01,2000,509,67,138,24,2,20,79,54,90,2,0,4,0.339,0.444,0.783,100,0.369
aurilri01,2001,636,114,206,37,5,37,97,47,83,2,0,3,0.369,0.572,0.941,145,0.305
aurilri01,2002,538,76,138,35,2,15,61,37,90,0,4,7,0.305,0.413,0.718,91,0.325
aurilri01,2003,505,65,140,26,1,13,58,36,82,0,1,3,0.325,0.41,0.735,95,0.304
aurilri01,2004,261,27,63,13,0,4,28,22,43,1,2,1,0.304,0.337,0.641,69,0.338
aurilri01,2005,426,61,120,23,2,14,68,37,67,2,1,3,0.338,0.444,0.782,108,0.349
aurilri01,2006,440,61,132,25,1,23,70,34,51,1,1,4,0.349,0.518,0.867,123,0.304
aurilri01,2007,329,40,83,19,2,5,33,22,45,1,4,3,0.304,0.368,0.672,77,0.332
aurilri01,2008,407,33,115,21,1,10,52,30,56,4,1,2,0.332,0.413,0.745,99,0.365
ausmubr01,1999,458,62,126,25,6,9,54,51,71,0,14,1,0.365,0.415,0.779,101,0.357
ausmubr01,2000,523,75,139,25,3,7,51,69,79,0,6,2,0.357,0.365,0.722,87,0.284
ausmubr01,2001,422,45,98,23,4,5,34,30,64,6,1,2,0.284,0.341,0.625,65,0.322
ausmubr01,2002,447,57,115,19,3,6,50,38,71,3,6,3,0.322,0.353,0.675,82,0.303
ausmubr01,2003,450,43,103,12,2,4,47,46,66,1,4,5,0.303,0.291,0.594,60,0.306
ausmubr01,2004,403,38,100,14,1,5,31,33,56,11,2,3,0.306,0.325,0.631,67,0.351
ausmubr01,2005,387,35,100,19,0,3,47,51,48,8,5,1,0.351,0.331,0.682,85,0.308
ausmubr01,2006,439,37,101,16,1,2,39,45,71,2,6,3,0.308,0.285,0.593,57,0.318
ausmubr01,2007,349,38,82,16,3,3,25,37,74,3,6,1,0.318,0.324,0.642,71,0.303
ausmubr01,2008,216,15,47,8,0,3,24,25,41,3,2,1,0.303,0.296,0.6,62,0.316
avilaal01,2010,294,28,67,12,0,7,31,36,71,0,2,0,0.316,0.34,0.656,82,0.389
avilaal01,2011,464,63,137,33,4,19,82,73,131,9,3,8,0.389,0.506,0.895,148,0.352
avilaal01,2012,367,42,89,21,2,9,48,61,104,2,2,2,0.352,0.384,0.736,105,0.317
avilaal01,2013,330,39,75,14,1,11,47,44,112,0,1,3,0.317,0.376,0.693,95,0.327
avilaal01,2014,390,44,85,22,0,11,47,61,151,1,3,2,0.327,0.359,0.686,97,0.394
avilaal01,2017,219,30,60,11,0,11,32,43,80,2,1,1,0.394,0.475,0.869,133,0.354
avilemi01,2008,419,68,136,27,4,10,51,18,58,4,2,2,0.354,0.48,0.833,122,0.335
avilemi01,2010,424,63,129,16,3,8,32,20,49,0,1,3,0.335,0.413,0.748,106,0.282
avilemi01,2012,512,57,128,28,0,13,60,23,77,0,2,6,0.282,0.381,0.663,82,0.282
avilemi01,2013,361,54,91,15,0,9,46,15,41,0,3,8,0.282,0.368,0.65,82,0.273
avilemi01,2014,344,38,85,16,1,5,39,13,49,0,1,5,0.273,0.343,0.616,76,0.282
avilemi01,2015,290,37,67,10,0,5,17,20,38,0,1,1,0.282,0.317,0.599,67,0.314
aybarer01,2008,346,53,96,18,5,3,39,14,45,0,5,1,0.314,0.384,0.699,87,0.353
aybarer01,2009,504,70,157,23,9,5,58,30,54,1,5,5,0.353,0.423,0.776,107,0.306
aybarer01,2010,534,69,135,18,4,5,29,35,81,1,7,2,0.306,0.33,0.636,76,0.322
aybarer01,2011,556,71,155,33,8,10,59,31,68,1,6,3,0.322,0.421,0.743,106,0.324
aybarer01,2012,517,67,150,31,5,8,45,22,61,1,5,2,0.324,0.416,0.74,104,0.301
aybarer01,2013,550,68,149,33,5,6,54,23,59,1,3,5,0.301,0.382,0.683,91,0.321
aybarer01,2014,589,77,164,30,4,7,68,36,62,4,5,8,0.321,0.379,0.7,100,0.301
aybarer01,2015,597,74,161,30,1,3,44,25,73,1,4,5,0.301,0.338,0.639,78,0.293
aybarer01,2016,335,27,81,14,2,2,26,20,59,5,6,4,0.293,0.313,0.607,66,0.3
aybarer01,2017,333,37,78,15,1,7,22,28,57,2,4,2,0.3,0.348,0.648,74,0.327
aybarwi01,2008,324,33,82,17,2,10,33,32,44,3,4,1,0.327,0.41,0.737,97,0.331
aybarwi01,2009,296,38,75,12,0,12,41,34,54,2,2,3,0.331,0.416,0.747,99,0.309
aybarwi01,2010,270,22,62,13,0,6,43,30,61,1,3,4,0.309,0.344,0.654,80,0.227
baezja01,2014,213,25,36,6,0,9,20,15,95,0,1,0,0.227,0.324,0.551,56,0.314
baezja01,2016,421,50,115,19,1,14,59,15,108,3,11,2,0.314,0.423,0.737,99,0.317
baezja01,2017,469,75,128,24,2,23,75,30,144,15,1,2,0.317,0.48,0.796,111,0.326
baezja01,2018,606,101,176,40,9,34,111,29,167,8,5,4,0.326,0.554,0.881,138,0.316
bagweje01,1999,562,143,171,35,0,42,126,149,127,16,11,7,0.454,0.591,1.045,168,0.424
bagweje01,2000,590,152,183,37,1,47,132,107,116,11,15,7,0.424,0.615,1.039,164,0.397
bagweje01,2001,600,126,173,43,4,39,130,106,135,5,6,5,0.397,0.568,0.966,153,0.401
bagweje01,2002,571,94,166,33,2,31,98,101,130,8,10,9,0.401,0.518,0.919,145,0.373
bagweje01,2003,605,109,168,28,2,39,100,88,119,3,6,3,0.373,0.524,0.897,136,0.377
bagweje01,2004,572,104,152,29,2,27,89,96,131,6,8,3,0.377,0.465,0.842,121,0.322
bakerje03,2008,299,55,80,22,1,12,48,26,85,2,1,6,0.322,0.468,0.791,109,0.362
bakerje03,2009,203,27,62,15,1,4,21,17,46,0,2,2,0.362,0.448,0.81,116,0.326
bakerje03,2010,206,29,56,13,2,4,21,16,50,0,1,1,0.326,0.413,0.739,103,0.302
bakerje03,2011,201,20,54,12,1,3,23,10,46,0,0,1,0.302,0.383,0.685,90,0.307
bakerje03,2014,208,27,55,10,4,3,28,13,51,1,1,3,0.307,0.394,0.701,100,0.332
bakopa01,1999,215,16,55,14,1,2,17,26,57,3,0,3,0.332,0.358,0.69,79,0.295
bakopa01,2002,234,24,55,8,1,4,20,20,46,3,0,0,0.295,0.329,0.624,68,0.299
bakopa01,2008,299,30,65,11,2,6,35,34,90,5,1,1,0.299,0.328,0.626,69,0.326
baldero01,2003,637,89,184,32,8,11,78,30,128,4,8,6,0.326,0.416,0.742,96,0.326
baldero01,2004,518,79,145,27,3,16,74,30,88,2,8,6,0.326,0.436,0.762,99,0.339
baldero01,2006,364,59,110,24,6,16,57,14,70,1,7,2,0.339,0.533,0.871,124,0.265
barajro01,2003,220,19,48,15,0,3,28,14,43,7,1,3,0.265,0.327,0.592,57,0.276
barajro01,2004,358,50,89,26,1,15,58,13,63,0,3,7,0.276,0.453,0.728,88,0.306
barajro01,2005,410,53,104,24,0,21,60,26,70,0,6,3,0.306,0.466,0.771,104,0.298
barajro01,2006,344,49,88,20,0,11,41,17,51,0,4,1,0.298,0.41,0.708,83,0.294
barajro01,2008,349,44,87,23,0,11,49,17,61,0,7,4,0.294,0.41,0.704,87,0.258
barajro01,2009,429,43,97,19,0,19,71,20,76,2,1,7,0.258,0.403,0.661,74,0.263
barajro01,2010,249,30,56,11,0,12,34,8,39,3,6,3,0.263,0.414,0.677,84,0.287
barajro01,2011,305,29,70,13,0,16,47,22,71,4,4,3,0.287,0.43,0.717,97,0.283
barajro01,2012,321,29,66,11,0,11,31,29,69,5,7,4,0.283,0.343,0.625,73,0.293
bardjo01,2003,303,25,74,13,1,8,36,22,53,1,0,3,0.293,0.373,0.666,76,0.406
bardjo01,2006,231,28,78,19,0,9,40,27,39,1,1,2,0.406,0.537,0.943,145,0.364
bardjo01,2007,389,42,111,27,2,5,51,50,58,7,0,3,0.364,0.404,0.768,104,0.293
bardjo01,2009,274,20,63,18,0,6,31,24,50,1,1,1,0.293,0.361,0.655,74,0.33
barmecl01,2005,350,55,101,19,1,10,46,16,36,1,6,1,0.33,0.434,0.764,104,0.264
barmecl01,2006,478,57,105,26,4,7,56,22,72,6,9,7,0.264,0.335,0.598,56,0.322
barmecl01,2008,393,47,114,25,6,11,44,17,69,0,2,1,0.322,0.468,0.79,109,0.294
barmecl01,2009,550,69,135,32,3,23,76,31,121,2,10,7,0.294,0.44,0.734,94,0.305
barmecl01,2010,387,43,91,21,0,8,50,35,66,10,5,3,0.305,0.351,0.656,81,0.312
barmecl01,2011,446,47,109,27,0,12,39,38,88,2,7,2,0.312,0.386,0.698,94,0.272
barmecl01,2012,455,34,104,16,1,8,45,20,106,3,8,2,0.272,0.321,0.593,65,0.249
barmecl01,2013,304,22,64,15,0,5,23,14,70,3,2,1,0.249,0.309,0.558,56,0.281
barmecl01,2015,207,24,48,14,1,3,16,10,55,2,4,0,0.281,0.353,0.633,76,0.289
barnebr02,2013,408,46,98,17,1,8,41,21,127,0,8,2,0.289,0.346,0.635,78,0.293
barnebr02,2014,292,37,75,17,4,8,27,15,100,0,0,0,0.293,0.425,0.718,103,0.314
barnebr02,2015,255,30,64,13,2,2,17,21,67,3,3,1,0.314,0.341,0.655,83,0.313
barneda01,2011,529,66,146,23,6,2,43,22,67,2,8,4,0.313,0.353,0.666,86,0.299
barneda01,2012,548,73,139,26,4,7,44,33,58,1,3,1,0.299,0.354,0.653,81,0.266
barneda01,2013,501,49,104,25,1,7,41,36,64,5,6,6,0.266,0.303,0.569,60,0.265
barneda01,2014,204,18,47,10,2,2,16,9,31,2,1,1,0.265,0.328,0.594,69,0.322
barneda01,2016,279,35,75,13,2,4,19,22,48,1,1,2,0.322,0.373,0.695,89,0.275
barneda01,2017,336,34,78,14,0,6,25,18,64,0,2,1,0.275,0.327,0.602,62,0.324
barnhtu01,2015,242,23,61,9,0,3,18,25,45,5,2,3,0.324,0.326,0.65,83,0.323
barnhtu01,2016,377,34,97,23,1,7,51,36,72,8,2,3,0.323,0.379,0.702,91,0.347
barnhtu01,2017,370,26,100,24,2,7,44,42,68,11,3,3,0.347,0.403,0.75,102,0.328
barnhtu01,2018,460,50,114,21,3,10,46,54,96,2,2,3,0.328,0.372,0.699,94,0.328
barremi01,1999,433,53,127,32,3,8,52,32,39,4,3,1,0.345,0.436,0.782,100,0.277
barremi01,2000,271,28,58,15,1,1,22,23,35,5,1,1,0.277,0.288,0.565,46,0.289
barremi01,2001,472,42,118,33,2,6,38,25,54,2,2,3,0.289,0.367,0.655,73,0.332
barremi01,2002,376,41,99,20,1,12,49,40,65,7,1,5,0.332,0.418,0.749,101,0.28
barremi01,2003,226,33,47,9,2,10,30,21,37,7,2,1,0.28,0.398,0.678,78,0.337
barremi01,2004,456,55,131,32,6,16,65,33,64,4,5,8,0.337,0.489,0.826,115,0.345
barremi01,2005,424,48,117,32,3,16,61,40,61,3,7,4,0.345,0.479,0.824,119,0.368
barremi01,2006,375,54,115,25,3,16,53,33,41,2,5,3,0.368,0.517,0.885,129,0.307
barremi01,2007,211,23,54,9,0,9,29,17,36,3,0,3,0.307,0.427,0.734,92,0.316
bartlja01,2005,224,33,54,10,1,3,16,21,37,0,4,1,0.316,0.335,0.651,76,0.367
bartlja01,2006,333,44,103,18,2,2,32,22,46,1,11,5,0.367,0.393,0.76,100,0.339
bartlja01,2007,510,75,135,20,7,5,43,50,73,3,8,2,0.339,0.361,0.699,86,0.329
bartlja01,2008,454,48,130,25,3,1,37,22,69,1,9,4,0.329,0.361,0.69,86,0.389
bartlja01,2009,500,90,160,29,7,14,66,54,89,2,5,4,0.389,0.49,0.879,134,0.324
bartlja01,2010,468,71,119,27,3,4,47,45,83,1,5,3,0.324,0.35,0.675,87,0.308
bartlja01,2011,554,61,136,22,3,2,40,48,98,0,5,6,0.308,0.307,0.615,73,0.327
bartoda02,2008,446,59,101,17,5,9,47,65,99,5,3,3,0.327,0.348,0.674,82,0.393
bartoda02,2010,556,79,152,33,5,10,57,110,102,2,3,5,0.393,0.405,0.798,121,0.325
bartoda02,2011,236,27,50,13,0,0,21,39,47,3,2,3,0.325,0.267,0.592,68,0.328
batisto01,1999,375,61,107,25,1,26,79,22,79,1,4,5,0.328,0.565,0.893,125,0.307
batisto01,2000,620,96,163,32,2,41,114,35,121,1,6,3,0.307,0.519,0.827,108,0.251
batisto01,2001,271,29,56,11,1,13,45,13,66,1,4,3,0.251,0.399,0.649,69,0.305
batisto01,2001,308,41,82,16,5,12,42,19,47,0,0,4,0.305,0.468,0.773,101,0.309
batisto01,2002,615,90,150,36,1,31,87,50,107,9,11,6,0.309,0.457,0.766,103,0.27
batisto01,2003,631,76,148,20,1,26,99,28,102,4,5,6,0.27,0.393,0.663,74,0.272
