playerID,yearID,AB,R,H,2B,3B,HR,RBI,BB,SO,IBB,HBP,SF,OBP,SLG,OPS,BAbip,lgOBP,lgSLG,OPS+
duffyma01,2018,503,59,148,22,1,4,44,47,93,1,7,2,0.361,0.366,0.727,0.353,0.318,0.409,103
duggast01,2018,141,20,36,11,1,2,17,10,44,1,0,1,0.303,0.39,0.693,0.354,0.318,0.409,91
dukesel01,2007,184,27,35,3,2,10,21,33,44,0,2,1,0.318,0.391,0.709,0.191,0.336,0.423,87
dukesel01,2008,276,48,73,16,2,13,44,50,79,1,6,2,0.386,0.478,0.864,0.323,0.333,0.416,131
dukesel01,2009,364,38,91,20,4,8,58,46,74,2,3,3,0.337,0.393,0.729,0.291,0.333,0.418,95
duncach01,2006,280,60,82,11,3,22,43,30,69,0,2,2,0.363,0.589,0.952,0.314,0.337,0.432,144
duncach01,2007,375,51,97,20,0,21,70,55,123,3,1,1,0.354,0.48,0.834,0.328,0.336,0.423,119
duncach01,2008,222,26,55,8,0,6,27,34,52,3,0,1,0.346,0.365,0.711,0.297,0.333,0.416,92
duncach01,2009,260,25,59,15,2,5,32,41,67,1,0,3,0.329,0.358,0.687,0.283,0.333,0.418,84
duncaje01,2003,139,13,27,0,2,1,10,17,41,3,2,0,0.291,0.245,0.536,0.268,0.333,0.422,45
duncash01,2010,229,29,53,10,0,11,36,26,76,2,3,1,0.317,0.419,0.736,0.294,0.325,0.403,102
duncash01,2011,223,29,58,17,0,11,47,19,56,1,3,2,0.324,0.484,0.808,0.297,0.321,0.399,122
duncash01,2012,232,29,47,10,0,11,31,28,59,1,1,3,0.288,0.388,0.676,0.218,0.319,0.405,86
dunnad01,2001,244,54,64,18,1,19,43,38,74,2,4,0,0.371,0.578,0.948,0.298,0.332,0.427,147
dunnad01,2002,535,84,133,28,2,26,71,128,170,13,9,3,0.4,0.454,0.854,0.313,0.331,0.417,130
dunnad01,2003,381,70,82,12,1,27,57,74,126,8,10,4,0.354,0.465,0.819,0.237,0.333,0.422,116
dunnad01,2004,568,105,151,34,0,46,102,108,195,11,5,0,0.388,0.569,0.956,0.321,0.335,0.428,149
dunnad01,2005,543,107,134,35,2,40,101,114,168,14,12,2,0.387,0.54,0.927,0.279,0.33,0.419,146
dunnad01,2006,561,99,131,24,0,40,92,112,194,12,6,3,0.365,0.49,0.855,0.276,0.337,0.432,122
dunnad01,2007,522,101,138,27,2,40,106,101,165,8,5,4,0.386,0.554,0.94,0.305,0.336,0.423,146
dunnad01,2008,144,21,35,9,0,8,26,42,44,7,1,0,0.417,0.472,0.889,0.293,0.333,0.416,139
dunnad01,2008,373,58,87,14,0,32,74,80,120,6,6,5,0.373,0.528,0.901,0.243,0.333,0.416,139
dunnad01,2009,546,81,146,29,0,38,105,116,177,16,4,2,0.398,0.529,0.928,0.324,0.333,0.418,146
dunnad01,2010,558,85,145,36,2,38,103,77,199,10,9,4,0.356,0.536,0.892,0.329,0.325,0.403,143
dunnad01,2011,415,36,66,16,0,11,42,75,177,0,4,2,0.292,0.277,0.569,0.24,0.321,0.399,60
dunnad01,2012,539,87,110,19,0,41,96,105,222,3,1,4,0.333,0.468,0.8,0.246,0.319,0.405,120
dunnad01,2013,525,60,115,15,0,34,86,76,189,7,3,3,0.32,0.442,0.762,0.266,0.318,0.396,112
dunnad01,2014,363,43,80,17,0,20,54,65,132,5,3,4,0.34,0.433,0.773,0.279,0.314,0.386,120
dunstsh01,1999,150,23,46,5,2,5,25,2,23,0,3,1,0.327,0.467,0.794,0.333,0.345,0.434,102
dunstsh01,2000,216,28,54,11,2,12,43,6,47,0,3,2,0.278,0.486,0.764,0.264,0.345,0.437,92
dunstsh01,2001,186,26,52,10,3,9,25,2,32,0,2,1,0.293,0.511,0.804,0.295,0.332,0.427,108
dunstsh01,2002,147,7,34,5,0,1,9,3,33,0,1,1,0.25,0.286,0.536,0.289,0.331,0.417,44
dunwoto01,1999,186,20,41,6,3,2,20,12,41,0,1,1,0.27,0.317,0.587,0.271,0.345,0.434,51
dunwoto01,2000,178,12,37,9,0,1,23,8,42,0,1,6,0.238,0.275,0.514,0.255,0.345,0.437,32
durange01,2008,143,22,33,6,1,3,16,7,32,0,2,1,0.275,0.35,0.624,0.275,0.333,0.416,67
durazer01,1999,155,31,51,4,2,11,30,26,43,1,1,3,0.422,0.594,1.015,0.385,0.345,0.434,159
durazer01,2000,196,35,52,11,0,8,33,34,43,2,1,2,0.373,0.444,0.817,0.299,0.345,0.437,110
durazer01,2001,175,34,47,11,0,12,38,28,49,1,2,2,0.372,0.537,0.909,0.302,0.332,0.427,138
durazer01,2002,222,46,58,12,2,16,48,49,60,2,2,3,0.395,0.55,0.944,0.282,0.331,0.417,151
durazer01,2003,537,92,139,29,0,21,77,100,105,12,2,6,0.374,0.43,0.804,0.283,0.333,0.422,114
durazer01,2004,511,80,164,35,1,22,88,56,104,9,9,2,0.396,0.523,0.919,0.367,0.335,0.428,140
durazer01,2005,152,15,36,6,1,4,16,14,24,0,1,0,0.305,0.368,0.674,0.258,0.33,0.419,80
durhara01,1999,612,109,181,30,8,13,60,73,105,1,4,2,0.373,0.435,0.808,0.339,0.345,0.434,108
durhara01,2000,614,121,172,35,9,17,75,75,105,0,7,8,0.361,0.45,0.81,0.31,0.345,0.437,108
durhara01,2001,611,104,163,42,10,20,65,64,110,3,4,6,0.337,0.466,0.804,0.294,0.332,0.427,111
durhara01,2002,345,71,103,20,2,9,48,49,59,0,5,4,0.39,0.446,0.836,0.335,0.331,0.417,125
durhara01,2002,219,43,60,14,4,6,22,24,34,1,2,1,0.35,0.457,0.806,0.3,0.331,0.417,115
durhara01,2003,410,61,117,30,5,8,33,50,82,2,3,2,0.366,0.441,0.807,0.339,0.333,0.422,114
durhara01,2004,471,95,133,28,8,17,65,57,60,3,6,4,0.364,0.484,0.848,0.291,0.335,0.428,122
durhara01,2005,497,67,144,33,0,12,62,48,59,2,7,7,0.356,0.429,0.785,0.305,0.33,0.419,110
durhara01,2006,498,79,146,30,7,26,93,51,61,6,2,2,0.36,0.538,0.898,0.291,0.337,0.432,131
durhara01,2007,464,56,101,21,2,11,71,53,75,6,2,9,0.295,0.343,0.638,0.233,0.336,0.423,69
durhara01,2008,107,21,30,12,0,3,13,15,23,1,0,0,0.369,0.477,0.845,0.333,0.333,0.416,125
durhara01,2008,263,43,77,23,0,3,32,38,49,0,2,1,0.385,0.414,0.799,0.349,0.333,0.416,115
durritr01,1999,122,14,22,2,0,0,2,9,28,0,0,0,0.237,0.197,0.433,0.234,0.345,0.434,14
duvalad01,2016,552,85,133,31,6,33,103,41,164,1,6,8,0.297,0.498,0.795,0.275,0.322,0.417,112
duvalad01,2017,587,78,146,37,3,31,99,39,170,1,10,11,0.301,0.48,0.782,0.29,0.324,0.426,106
duvalad01,2018,331,40,68,19,0,15,61,34,100,3,4,1,0.286,0.399,0.685,0.244,0.318,0.409,87
dyeje01,1999,608,96,179,44,8,27,119,58,119,4,1,6,0.354,0.526,0.88,0.325,0.345,0.434,124
dyeje01,2000,601,107,193,41,2,33,118,69,99,6,3,6,0.39,0.561,0.951,0.337,0.345,0.437,141
dyeje01,2001,367,50,100,14,0,13,47,30,68,3,6,6,0.333,0.417,0.749,0.298,0.332,0.427,98
dyeje01,2001,232,41,69,17,1,13,59,27,44,3,1,5,0.366,0.547,0.913,0.311,0.332,0.427,138
dyeje01,2002,488,74,123,27,1,24,86,52,108,2,10,5,0.333,0.459,0.792,0.274,0.331,0.417,111
dyeje01,2003,221,28,38,6,0,4,20,25,42,2,3,4,0.261,0.253,0.514,0.19,0.333,0.422,38
dyeje01,2004,532,87,141,29,4,23,80,49,128,4,4,5,0.329,0.464,0.793,0.306,0.335,0.428,107
dyeje01,2005,529,74,145,29,2,31,86,39,99,3,9,2,0.333,0.512,0.846,0.284,0.33,0.419,123
dyeje01,2006,539,103,170,27,3,44,120,59,118,4,6,7,0.385,0.622,1.006,0.328,0.337,0.432,158
dyeje01,2007,508,68,129,34,0,28,78,45,107,2,4,4,0.317,0.486,0.804,0.268,0.336,0.423,109
dyeje01,2008,590,96,172,41,2,34,96,44,104,3,6,5,0.344,0.541,0.885,0.302,0.333,0.416,133
dyeje01,2009,503,78,126,19,1,27,81,64,108,2,5,2,0.34,0.453,0.793,0.268,0.333,0.418,110
dysonja01,2012,292,52,76,8,5,0,9,30,56,1,1,3,0.328,0.322,0.65,0.318,0.319,0.405,82
dysonja01,2013,213,30,55,9,4,2,17,21,45,1,1,1,0.326,0.366,0.692,0.317,0.318,0.396,95
dysonja01,2014,260,33,70,4,4,1,24,22,52,0,0,2,0.324,0.327,0.651,0.33,0.314,0.386,88
dysonja01,2015,200,31,50,8,6,2,18,14,37,0,4,1,0.311,0.38,0.691,0.296,0.317,0.405,92
dysonja01,2016,299,46,83,14,8,1,25,26,39,2,3,1,0.34,0.388,0.728,0.315,0.322,0.417,99
dysonja01,2017,346,56,87,13,3,5,30,28,55,2,10,2,0.324,0.35,0.674,0.285,0.324,0.426,82
dysonja01,2018,206,29,39,4,2,2,12,27,34,2,0,1,0.282,0.257,0.539,0.216,0.318,0.409,52
easleda01,1999,549,83,146,30,1,20,65,51,124,2,19,6,0.346,0.434,0.779,0.307,0.345,0.434,100
easleda01,2000,464,76,120,27,2,14,58,55,79,1,11,1,0.35,0.416,0.766,0.285,0.345,0.437,97
easleda01,2001,585,77,146,27,7,11,65,52,90,3,13,4,0.323,0.376,0.699,0.277,0.332,0.427,85
easleda01,2002,304,29,68,14,1,8,30,27,43,3,11,3,0.307,0.355,0.663,0.234,0.331,0.417,78
easleda01,2003,107,8,20,3,1,1,7,2,18,0,0,0,0.202,0.262,0.464,0.216,0.333,0.422,23
easleda01,2004,223,26,53,20,1,9,43,24,36,1,8,2,0.331,0.457,0.788,0.244,0.335,0.428,106
easleda01,2005,267,37,64,19,1,9,30,26,47,3,4,4,0.312,0.419,0.732,0.256,0.33,0.419,95
easleda01,2006,189,24,44,6,1,9,28,21,30,0,5,2,0.323,0.418,0.741,0.23,0.337,0.432,93
easleda01,2007,193,24,54,6,0,10,26,19,35,1,5,1,0.358,0.466,0.824,0.295,0.336,0.423,117
easleda01,2008,316,33,85,10,2,6,44,19,38,0,7,3,0.322,0.37,0.692,0.287,0.333,0.416,86
eatonad02,2013,250,40,63,10,4,3,22,17,44,0,6,1,0.314,0.36,0.674,0.294,0.318,0.396,90
eatonad02,2014,486,76,146,26,10,1,35,43,83,0,5,2,0.362,0.401,0.763,0.359,0.314,0.386,119
eatonad02,2015,610,98,175,28,9,14,56,58,131,2,14,2,0.361,0.431,0.792,0.345,0.317,0.405,120
eatonad02,2016,619,91,176,29,9,14,59,63,115,2,14,3,0.362,0.428,0.79,0.329,0.322,0.417,115
eatonad02,2018,319,55,96,18,1,5,33,38,64,0,11,0,0.394,0.411,0.805,0.364,0.318,0.409,124
echevan01,1999,191,28,56,7,0,11,35,17,34,0,3,0,0.36,0.503,0.863,0.308,0.345,0.434,120
echevan01,2001,133,12,34,11,0,5,13,8,29,0,3,1,0.31,0.451,0.761,0.29,0.332,0.427,99
eckstda01,2001,582,82,166,26,2,4,41,43,60,0,21,2,0.355,0.357,0.712,0.312,0.332,0.427,91
eckstda01,2002,608,107,178,22,6,8,63,45,44,0,27,8,0.363,0.388,0.752,0.301,0.331,0.417,103
eckstda01,2003,452,59,114,22,1,3,31,36,45,0,15,4,0.325,0.325,0.651,0.272,0.333,0.422,75
eckstda01,2004,566,92,156,24,1,2,35,42,49,1,13,2,0.339,0.332,0.671,0.298,0.335,0.428,79
eckstda01,2005,630,90,185,26,7,8,61,58,44,0,13,4,0.363,0.395,0.758,0.304,0.33,0.419,104
eckstda01,2006,500,68,146,18,1,2,23,31,41,0,15,3,0.35,0.344,0.694,0.313,0.337,0.432,83
eckstda01,2007,434,58,134,23,0,3,31,24,22,0,12,7,0.356,0.382,0.739,0.315,0.336,0.423,96
eckstda01,2008,260,27,72,18,0,1,23,24,27,1,8,2,0.354,0.358,0.711,0.303,0.333,0.416,92
eckstda01,2009,503,64,131,27,2,2,51,39,46,1,9,4,0.323,0.334,0.657,0.281,0.333,0.418,77
eckstda01,2010,442,49,118,23,0,1,29,27,35,0,9,2,0.321,0.326,0.647,0.287,0.325,0.403,80
edmonji01,1999,204,34,51,17,2,5,23,28,45,0,0,1,0.339,0.426,0.766,0.297,0.345,0.434,96
edmonji01,2000,525,129,155,25,0,42,108,103,167,3,6,8,0.411,0.583,0.994,0.349,0.345,0.437,153
edmonji01,2001,500,95,152,38,1,30,110,93,136,12,4,10,0.41,0.564,0.974,0.355,0.332,0.427,156
edmonji01,2002,476,96,148,31,2,28,83,86,134,14,8,6,0.42,0.561,0.981,0.375,0.331,0.417,161
edmonji01,2003,447,89,123,32,2,39,89,77,127,6,4,2,0.385,0.617,1.002,0.297,0.333,0.422,162
edmonji01,2004,498,102,150,38,3,42,111,101,150,12,5,8,0.418,0.643,1.061,0.344,0.335,0.428,175
edmonji01,2005,467,88,123,37,1,29,89,91,139,10,4,4,0.385,0.533,0.918,0.31,0.33,0.419,144
edmonji01,2006,350,52,90,18,0,19,70,53,101,7,0,5,0.35,0.471,0.822,0.302,0.337,0.432,113
edmonji01,2007,365,39,92,15,2,12,53,41,75,2,0,3,0.325,0.403,0.728,0.285,0.336,0.423,92
edmonji01,2008,250,47,64,17,2,19,49,45,58,2,1,2,0.369,0.568,0.937,0.257,0.333,0.416,147
edmonji01,2010,217,38,62,21,0,8,20,21,53,0,1,1,0.35,0.493,0.843,0.344,0.325,0.403,130
edwarmi02,2005,239,23,59,9,2,3,15,16,34,0,2,0,0.3,0.339,0.639,0.277,0.33,0.419,72
eibnebr01,2016,109,10,18,4,1,3,12,13,27,0,0,1,0.252,0.303,0.555,0.188,0.322,0.417,51
eldrebr01,2005,190,23,42,9,0,12,27,13,77,0,3,2,0.279,0.458,0.737,0.291,0.33,0.419,94
ellisaj01,2010,108,6,30,5,0,0,16,14,18,1,1,1,0.363,0.324,0.687,0.33,0.325,0.403,92
ellisaj01,2012,423,44,114,20,1,13,52,65,107,11,7,4,0.373,0.414,0.786,0.329,0.319,0.405,119
ellisaj01,2013,390,43,93,17,1,10,52,45,78,1,3,6,0.318,0.364,0.682,0.269,0.318,0.396,92
ellisaj01,2014,283,21,54,9,0,3,25,53,57,5,4,4,0.323,0.254,0.577,0.225,0.314,0.386,69
ellisaj01,2015,181,24,43,9,0,7,21,32,38,1,1,0,0.355,0.403,0.758,0.265,0.317,0.405,111
ellisaj01,2016,139,8,27,5,0,1,13,16,24,2,2,1,0.285,0.252,0.537,0.226,0.322,0.417,49
ellisaj01,2017,143,17,30,5,0,6,14,12,29,0,6,0,0.298,0.371,0.669,0.222,0.324,0.426,79
ellisaj01,2018,151,19,41,8,0,1,15,26,37,1,1,2,0.378,0.344,0.722,0.348,0.318,0.409,103
ellisja01,2005,352,49,93,18,2,4,24,24,44,1,3,1,0.316,0.361,0.677,0.292,0.33,0.419,82
ellisma01,2002,345,58,94,16,4,6,35,44,54,1,4,3,0.359,0.394,0.753,0.306,0.331,0.417,103
ellisma01,2003,553,78,137,31,5,9,52,48,94,4,7,5,0.313,0.371,0.684,0.281,0.333,0.422,82
ellisma01,2005,434,76,137,21,5,13,52,44,51,1,4,0,0.384,0.477,0.861,0.335,0.33,0.419,130
ellisma01,2006,441,64,110,25,1,11,52,40,76,1,8,7,0.319,0.385,0.704,0.274,0.337,0.432,84
ellisma01,2007,583,84,161,33,3,19,76,44,94,1,10,3,0.336,0.441,0.777,0.3,0.336,0.423,104
ellisma01,2008,442,55,103,20,3,12,41,53,65,2,5,2,0.321,0.373,0.694,0.248,0.333,0.416,86
ellisma01,2009,377,52,99,23,0,10,61,23,54,1,2,5,0.305,0.403,0.708,0.28,0.333,0.418,88
ellisma01,2010,436,45,127,24,0,5,49,40,56,4,8,5,0.358,0.381,0.739,0.321,0.325,0.403,105
ellisma01,2011,263,34,72,13,0,6,25,14,43,0,3,1,0.317,0.392,0.708,0.307,0.321,0.399,97
ellisma01,2011,217,21,47,11,1,1,16,8,32,0,3,1,0.253,0.29,0.544,0.249,0.321,0.399,51
ellisma01,2012,415,62,107,21,1,7,31,40,70,0,7,0,0.333,0.364,0.697,0.296,0.319,0.405,94
ellisma01,2013,433,46,117,13,2,6,48,26,74,2,10,5,0.323,0.351,0.674,0.31,0.318,0.396,90
ellisma01,2014,178,15,32,6,0,0,12,14,38,3,4,2,0.253,0.213,0.466,0.225,0.314,0.386,36
ellsbja01,2007,116,20,41,7,1,3,18,8,15,0,1,2,0.394,0.509,0.902,0.38,0.336,0.423,138
ellsbja01,2008,554,98,155,22,7,9,47,41,80,2,7,3,0.336,0.394,0.729,0.312,0.333,0.416,96
ellsbja01,2009,624,94,188,27,10,8,60,49,74,3,6,6,0.355,0.415,0.77,0.328,0.333,0.418,106
ellsbja01,2011,660,119,212,46,5,32,105,52,98,1,9,5,0.376,0.552,0.928,0.336,0.321,0.399,155
ellsbja01,2012,303,43,82,18,0,4,26,19,43,0,0,1,0.313,0.37,0.682,0.304,0.319,0.405,89
ellsbja01,2013,577,92,172,31,8,9,53,47,92,3,5,2,0.355,0.426,0.781,0.341,0.318,0.396,119
ellsbja01,2014,575,71,156,27,5,16,70,49,93,5,3,7,0.328,0.419,0.747,0.296,0.314,0.386,113
ellsbja01,2015,452,66,116,15,2,7,33,35,86,1,7,3,0.318,0.345,0.663,0.301,0.317,0.405,86
ellsbja01,2016,551,71,145,24,5,9,56,54,84,1,2,3,0.33,0.374,0.703,0.295,0.322,0.417,92
ellsbja01,2017,356,65,94,20,4,7,39,41,63,3,5,0,0.348,0.402,0.75,0.304,0.324,0.426,102
elmorja01,2013,120,16,29,4,0,2,6,13,20,0,0,1,0.313,0.325,0.638,0.273,0.318,0.396,80
elmorja01,2015,141,10,29,5,0,2,16,12,25,1,0,3,0.263,0.284,0.547,0.231,0.317,0.405,53
elsteke01,2000,220,29,50,8,0,14,32,38,52,5,0,0,0.341,0.455,0.796,0.234,0.345,0.437,103
encared01,2005,211,25,49,16,0,9,31,20,60,2,3,0,0.308,0.436,0.744,0.282,0.33,0.419,97
encared01,2006,406,60,112,33,1,15,72,41,78,3,13,3,0.359,0.473,0.831,0.307,0.337,0.432,116
encared01,2007,502,66,145,25,1,16,76,39,86,4,14,1,0.356,0.438,0.794,0.322,0.336,0.423,109
encared01,2008,506,75,127,29,1,26,68,61,102,1,10,5,0.34,0.466,0.807,0.264,0.333,0.416,114
encared01,2009,139,10,29,6,1,5,16,24,38,0,2,0,0.333,0.374,0.707,0.25,0.333,0.418,89
encared01,2009,154,25,37,5,1,8,23,13,29,0,3,3,0.306,0.442,0.748,0.242,0.333,0.418,98
encared01,2010,332,47,81,16,0,21,51,29,60,1,2,4,0.305,0.482,0.787,0.235,0.325,0.403,113
encared01,2011,481,70,131,36,0,17,55,43,77,2,3,3,0.334,0.453,0.787,0.292,0.321,0.399,118
encared01,2012,542,93,152,24,0,42,110,84,94,12,11,7,0.384,0.557,0.941,0.266,0.319,0.405,158
encared01,2013,530,90,144,29,1,36,104,82,62,7,4,5,0.37,0.534,0.904,0.247,0.318,0.396,151
encared01,2014,477,75,128,27,2,34,98,62,82,6,2,1,0.354,0.547,0.901,0.26,0.314,0.386,154
encared01,2015,528,94,146,31,0,39,111,77,98,5,9,10,0.372,0.557,0.929,0.267,0.317,0.405,155
encared01,2016,601,99,158,34,0,42,127,87,138,3,5,8,0.357,0.529,0.886,0.27,0.322,0.417,138
encared01,2017,554,96,143,20,1,38,107,104,133,5,5,5,0.377,0.504,0.881,0.271,0.324,0.426,135
encared01,2018,500,74,123,16,1,32,107,63,132,2,8,7,0.336,0.474,0.81,0.265,0.318,0.409,122
encarju01,1999,509,62,130,30,6,19,74,14,113,1,9,2,0.287,0.45,0.736,0.293,0.345,0.434,87
encarju01,2000,547,75,158,25,6,14,72,29,90,1,7,4,0.33,0.433,0.764,0.322,0.345,0.437,95
encarju01,2001,417,52,101,19,7,12,52,25,93,1,6,4,0.292,0.408,0.7,0.282,0.332,0.427,84
encarju01,2002,321,43,89,11,2,16,51,26,63,0,1,3,0.33,0.474,0.804,0.298,0.331,0.417,113
encarju01,2002,263,34,69,11,3,8,34,20,50,0,3,4,0.317,0.418,0.735,0.292,0.331,0.417,96
encarju01,2003,601,80,162,37,6,19,94,37,82,0,4,6,0.313,0.446,0.759,0.283,0.333,0.422,100
encarju01,2004,160,21,38,12,1,3,19,17,33,2,3,1,0.32,0.381,0.702,0.28,0.335,0.428,85
encarju01,2004,324,42,76,18,1,13,43,21,53,0,4,1,0.289,0.417,0.705,0.243,0.335,0.428,84
encarju01,2005,506,59,145,27,3,16,76,41,104,2,9,3,0.349,0.447,0.795,0.332,0.33,0.419,112
encarju01,2006,557,74,155,25,5,19,79,30,86,6,4,6,0.317,0.443,0.76,0.297,0.337,0.432,97
encarju01,2007,283,43,80,17,1,9,47,18,43,0,1,4,0.324,0.445,0.769,0.302,0.336,0.423,102
engelad01,2017,301,34,50,11,3,6,21,19,117,0,8,0,0.235,0.282,0.517,0.247,0.324,0.426,39
engelad01,2018,429,49,101,17,4,6,29,18,129,0,8,1,0.279,0.336,0.614,0.322,0.318,0.409,70
ensbemo01,2002,132,14,32,7,2,3,19,18,25,0,3,0,0.346,0.394,0.74,0.279,0.331,0.417,99
ensbemo01,2003,385,69,112,15,1,25,60,48,60,1,6,1,0.377,0.53,0.907,0.289,0.333,0.422,139
ensbemo01,2004,411,51,113,20,3,10,66,36,46,1,0,4,0.33,0.411,0.742,0.287,0.335,0.428,95
ensbemo01,2005,526,86,149,30,3,36,101,85,119,9,8,5,0.388,0.557,0.945,0.301,0.33,0.419,151
ensbemo01,2006,387,67,91,17,1,23,58,101,96,7,4,3,0.396,0.463,0.858,0.251,0.337,0.432,125
ensbemo01,2007,224,36,52,10,0,8,31,31,48,0,0,2,0.323,0.384,0.707,0.259,0.336,0.423,87
erstada01,1999,585,84,148,22,5,13,53,47,101,3,1,3,0.308,0.374,0.683,0.285,0.345,0.434,75
erstada01,2000,676,121,240,39,6,25,100,64,82,9,1,4,0.409,0.541,0.951,0.375,0.345,0.437,142
erstada01,2001,631,89,163,35,1,9,63,62,113,7,10,7,0.331,0.36,0.691,0.298,0.332,0.427,84
erstada01,2002,625,99,177,28,4,10,73,27,67,4,2,4,0.313,0.389,0.702,0.303,0.331,0.417,88
erstada01,2003,258,35,65,7,1,4,17,18,40,1,4,2,0.309,0.333,0.642,0.282,0.333,0.422,72
erstada01,2004,495,79,146,29,1,7,69,37,74,1,4,4,0.346,0.4,0.746,0.333,0.335,0.428,97
erstada01,2005,609,86,166,33,3,7,66,47,109,3,1,2,0.325,0.371,0.696,0.321,0.33,0.419,87
erstada01,2007,310,33,77,13,1,4,32,28,44,0,0,1,0.31,0.335,0.645,0.278,0.336,0.423,71
erstada01,2008,322,49,89,16,0,4,31,14,68,3,2,2,0.309,0.363,0.672,0.337,0.333,0.416,80
erstada01,2009,134,13,26,8,2,2,11,14,31,3,0,1,0.268,0.328,0.597,0.235,0.333,0.418,59
ervinph01,2018,218,27,55,10,1,7,31,20,60,1,5,4,0.324,0.404,0.728,0.31,0.318,0.409,101
escalfe01,2002,157,17,34,8,2,0,9,3,44,0,7,1,0.262,0.293,0.555,0.298,0.331,0.417,49
escobal01,2004,152,20,32,8,2,1,12,23,42,0,1,0,0.318,0.309,0.627,0.284,0.335,0.428,67
escobal02,2009,125,20,38,3,1,1,11,4,18,0,2,1,0.333,0.368,0.701,0.346,0.333,0.418,88
escobal02,2010,506,57,119,14,10,4,41,36,70,7,3,3,0.288,0.326,0.614,0.264,0.325,0.403,70
escobal02,2011,548,69,139,21,8,4,46,25,73,1,4,3,0.29,0.343,0.633,0.285,0.321,0.399,76
escobal02,2012,605,68,177,30,7,5,52,27,100,2,8,0,0.331,0.39,0.721,0.344,0.319,0.405,100
escobal02,2013,607,57,142,20,4,4,52,19,84,1,3,4,0.259,0.3,0.559,0.264,0.318,0.396,57
escobal02,2014,579,74,165,34,5,3,50,23,83,1,6,4,0.317,0.377,0.694,0.326,0.314,0.386,99
escobal02,2015,612,76,157,20,5,3,47,26,75,1,8,5,0.293,0.32,0.614,0.286,0.317,0.405,71
escobal02,2016,637,57,166,24,6,7,55,27,96,2,3,5,0.292,0.35,0.642,0.295,0.322,0.417,75
escobal02,2017,599,71,150,36,5,6,54,15,102,1,4,4,0.272,0.357,0.629,0.291,0.324,0.426,68
escobal02,2018,485,54,112,22,3,4,34,29,74,1,5,4,0.279,0.313,0.593,0.263,0.318,0.409,64
escobed01,2013,165,23,39,5,2,3,10,11,34,0,0,1,0.282,0.345,0.628,0.279,0.318,0.396,76
escobed01,2014,433,52,119,35,2,6,37,24,93,1,2,2,0.315,0.406,0.721,0.336,0.314,0.386,105
escobed01,2015,409,48,107,31,4,12,58,28,86,1,2,5,0.309,0.445,0.754,0.301,0.317,0.405,107
escobed01,2016,352,32,83,14,2,6,37,21,72,1,1,1,0.28,0.338,0.618,0.28,0.322,0.417,68
escobed01,2017,457,62,116,16,5,21,73,33,98,3,5,3,0.309,0.449,0.758,0.279,0.324,0.426,101
escobed01,2018,368,45,101,37,3,15,63,34,91,6,3,3,0.338,0.514,0.852,0.325,0.318,0.409,132
escobed01,2018,198,30,53,11,0,8,21,18,35,2,2,5,0.327,0.444,0.772,0.281,0.318,0.409,111
escobyu01,2007,319,54,104,25,0,5,28,27,44,1,5,2,0.385,0.451,0.837,0.364,0.336,0.423,121
escobyu01,2008,514,71,148,24,2,10,60,59,62,4,5,2,0.366,0.401,0.766,0.311,0.333,0.416,106
escobyu01,2009,528,89,158,26,2,14,76,57,62,3,10,2,0.377,0.436,0.812,0.317,0.333,0.418,118
escobyu01,2010,236,32,65,7,0,4,16,19,26,0,4,0,0.34,0.356,0.696,0.296,0.325,0.403,93
escobyu01,2010,261,28,62,12,0,0,19,37,31,1,1,0,0.334,0.284,0.618,0.27,0.325,0.403,73
escobyu01,2011,513,77,149,24,3,11,48,61,70,1,6,5,0.369,0.413,0.782,0.316,0.321,0.399,118
escobyu01,2012,558,58,141,22,1,9,51,35,70,1,4,4,0.3,0.344,0.644,0.273,0.319,0.405,79
escobyu01,2013,508,61,130,27,1,9,56,57,73,2,3,4,0.332,0.366,0.698,0.281,0.318,0.396,97
escobyu01,2014,476,33,123,18,0,7,39,43,60,3,4,2,0.324,0.34,0.664,0.282,0.314,0.386,91
escobyu01,2015,535,75,168,25,1,9,56,45,70,0,8,2,0.375,0.415,0.79,0.347,0.317,0.405,121
escobyu01,2016,517,68,157,28,1,5,39,40,67,0,3,4,0.355,0.391,0.745,0.339,0.322,0.417,104
escobyu01,2017,350,43,96,20,1,7,31,29,51,0,2,0,0.333,0.397,0.73,0.305,0.324,0.426,96
espinda01,2010,103,16,22,4,1,6,15,9,30,1,0,0,0.277,0.447,0.723,0.239,0.325,0.403,96
espinda01,2011,573,72,135,29,5,21,66,57,166,4,19,4,0.323,0.414,0.737,0.292,0.321,0.399,104
espinda01,2012,594,82,147,37,2,17,56,46,189,4,13,2,0.315,0.402,0.717,0.333,0.319,0.405,98
espinda01,2013,158,11,25,9,0,3,12,4,47,0,3,1,0.193,0.272,0.465,0.202,0.318,0.396,29
espinda01,2014,333,31,73,14,3,8,27,18,122,5,12,1,0.283,0.351,0.634,0.319,0.314,0.386,81
espinda01,2015,367,59,88,21,1,13,37,33,106,5,6,3,0.311,0.409,0.719,0.299,0.317,0.405,99
espinda01,2016,516,66,108,15,0,24,72,54,174,12,20,4,0.306,0.378,0.684,0.261,0.322,0.417,86
espinda01,2017,228,27,37,8,0,6,29,19,91,1,4,2,0.237,0.276,0.513,0.233,0.324,0.426,38
